high_freq_ngram,low_freq_ngram,frequency_ratio,log_ratio,category,jsd_layer_0,jsd_layer_1,jsd_layer_2,jsd_layer_3,jsd_layer_4,jsd_layer_5
like,fancy,103.61,2.015,emotional,0.539017360446964,0.4937649044442772,0.47125419765751914,0.3758007975728251,0.42273227661729645,0.3717668099693091
invent,contrive,301.94,2.48,creation,0.42931867135195684,0.5313974707271444,0.42936436649292026,0.42119365291883004,0.38124166751609734,0.40892405363788054
talk,converse,66.7,1.824,communication,0.4054989342686004,0.3801116193252169,0.3645594285375999,0.3275907821600074,0.3044830605097298,0.3183308937359792
wish,yearn,108.75,2.036,emotional,0.5988523792877123,0.5275329502773451,0.4870755599405582,0.43209462831300416,0.48562150275797455,0.46893049414554755
chew,masticate,241.67,2.383,consumption,0.6299394096128769,0.5606351377349424,0.4534824042486628,0.41489351947864495,0.43270451767296175,0.3658103486309247
explain,elucidate,39.92,1.601,communication,0.40208541687181026,0.3032057881717329,0.317573906386471,0.21412402019132495,0.22466006676952233,0.18235770958478714
make,fabricate,947.44,2.977,creation,0.560914555574829,0.48112080560281767,0.4595640913167981,0.42005103675626604,0.4413013999757771,0.4412123310338352
drink,imbibe,364.93,2.562,consumption,0.60828678410961,0.50864647597505,0.45673963839957343,0.4188747177054529,0.42879285839023085,0.44227425429558986
think,cogitate,18915.17,4.277,cognitive,0.5376572495103938,0.5439935319529552,0.4487417477916035,0.41323262461967825,0.3910994118155379,0.3587974053214448
tell,relate,10.18,1.008,communication,0.5083045746665656,0.38382562393297465,0.3847209180168492,0.31489310644184687,0.3582843343972794,0.3492722689419925
fly,soar,22.57,1.354,movement,0.5669262151945752,0.5965682212610708,0.46752488268926146,0.44027560794356346,0.3832419012421928,0.31715251367509356
form,mold,16.23,1.21,creation,0.48205645639894806,0.3831485900008169,0.40455370156982096,0.31482413417060373,0.2865238713978096,0.29159620278268233
spot,espy,2571.15,3.41,perception,0.5165928988458794,0.5781765174043142,0.4829447736074747,0.431719110233573,0.45114378133212596,0.39149286857314186
wonder,ponder,11.16,1.048,cognitive,0.3151660987186998,0.3453291833530523,0.33600871838291135,0.23654126625641825,0.28159488218774387,0.2680998968619123
